"","combined_pvalue","adjusted_pvalue"
"Hapln1",8.2877094680911e-06,0.00191781700251381
"Vegfa",6.6701880489628e-05,0.0121145059752888
"2410006H16Rik",0.884509597097799,1
"Snx12",0.518278568798598,1
"Ptbp2",0.190131102996069,1
"Bckdhb",0.369339323826225,1
"C1qbp",0.143669360118656,1
"Tmem33",0.102812218949081,1
"Nfasc",0.49022730307061,1
"Ints1",0.215614544371323,1
"Arntl",0.248617747151694,1
"AI593442",1.5452267243532e-10,1.009343165158e-07
"Ciapin1",0.381611613871348,1
"Pithd1",0.0175484546367418,1
"Mtor",0.124742373146392,1
"Tmem97",0.670674826735144,1
"Chchd7",0.652620245650262,1
"Efnb3",0.253992034676996,1
"Bloc1s1",0.044123984546997,1
"Pcna",0.555311075043795,1
"Cflar",0.0709174456652288,1
"Fam120a",0.343979765580258,1
"Ndufa12",0.121533527583701,1
"Zcchc2",0.372708278396064,1
"Ndufa8",0.453539877260541,1
"Mcts1",0.372114794272405,1
"Bicd2",0.761335326336615,1
"Bcl11b",5.13458164874692e-11,3.72414935483993e-08
"Slc24a2",0.0221155030407126,1
"Cul9",0.344243212368701,1
"Qdpr",0.700360405833138,1
"Itga3",0.561608664677341,1
"Kcnh3",1.66533453693773e-16,3.44469262614755e-13
"Naa60",0.806742594703656,1
"Prps1l3",0.301395409884099,1
"4921524J17Rik",0.153764342560184,1
"Tmem151a",0.632061113900532,1
"Scrg1",0.00553779261103649,0.495638288328089
"Rapgef1",0.908337736981339,1
"Tspan3",1.66533453693773e-16,3.44469262614755e-13
"Nrbp1",0.794921248583977,1
"Spop",0.388175393277333,1
"Cers2",0.677797420435911,1
"Tspyl4",0.161877729648332,1
"Calu",0.304223423094523,1
"Lyrm2",0.613921432450907,1
"Kcna2",5.36027003256168e-06,0.00130441783852722
"Slmap",0.517550717975091,1
"Luzp2",0.0379578352022011,1
"Smg5",0.704343450135054,1
"Sod2",0.646099309010252,1
"Acads",0.356654185403369,1
"Slc35b1",0.50674055388244,1
"Iqcb1",0.666666018576439,1
"Smarcd3",0.199520097989109,1
"Etv6",0.787050924025976,1
"Mmadhc",0.308601697756041,1
"Phldb1",0.0659435088241995,1
"Ip6k2",0.541588662964732,1
"Sema6d",0.000250558402343337,0.0379738149441169
"Dynlt3",0.000438254361896706,0.0612663791584154
"Arxes2",0.550334046450219,1
"Actn4",0.676517509506958,1
"Mtrf1",0.544778026035689,1
"Klhl12",0.454883061601159,1
"Ywhaz",1.1207502148558e-09,6.16673859404331e-07
"Mycl1",0.588728722697963,1
"Ywhae",0.608767700608025,1
"Tmem178",0.0239443843557549,1
"BC018507",0.955455481655082,1
"Mapk14",0.572188843905923,1
"Golga4",0.0979706083374174,1
"Zfml",0.808465892419829,1
"Mlh3",0.60329639993331,1
"Prkaa2",0.269643380069104,1
"Cltc",0.0473859615319649,1
"1500009C09Rik",0.124691867070603,1
"D430019H16Rik",0.404903082152192,1
"Cdkn2aipnl",0.655675296554831,1
"Hmgcr",0.00940703215010202,0.754842143766487
"Fam49a",0.783471555446595,1
"Ubr3",0.0830983945152248,1
"Ifit3",0.00874637627227504,0.715711922538434
"Kcnh2",0.130805251361429,1
"Jak1",0.835824149973728,1
"Camsap1",0.000936757887366968,0.118229767112787
"Npy1r",0.248908084104238,1
"Rpe",0.0909208703110531,1
"Dcdc2a",0.155495446196411,1
"Cmpk1",0.439044879886179,1
"Atp5e",0.00977350891005119,0.770956734054057
"Ppp1r15b",0.72880941709154,1
"Gtf2b",0.177723088864862,1
"Abr",3.07888343770157e-05,0.00623012723337586
"Scgb1c1",0.00642130429915483,0.559035440423769
"Zmym3",0.120487092846422,1
"Zfp330",0.752133776977428,1
"Zbtb41",0.38838317188599,1
"Pnpla2",0.397190679628887,1
"Wrnip1",0.379413173725086,1
"Zfand5",0.0105524942133373,0.821383487648581
"Ing4",0.0643296623218701,1
"Car7",0.208037377562844,1
"Gpx4",0.391052545697232,1
"Gtf3c2",0.755773929074808,1
"Ep300",0.077487898515754,1
"Ndnf",0.526120878971279,1
"Fnbp1l",0.0758729032739687,1
"Rybp",0.0813158169215679,1
"Mgea5",0.022634741086658,1
"Comt",0.498619582735462,1
"Fmnl1",0.725274947025173,1
"Scn3a",1.75480442752285e-05,0.00378391792774066
"Rfk",0.0999356670026479,1
"Myof",0.158991737659427,1
"Fam216a",0.245000685832032,1
"Dpp10",0.0110538439825039,0.848027612327232
"Eif2ak4",0.530421237526887,1
"Erc2",0.130972803019337,1
"Rps18",0.131990197680284,1
"B4galt4",0.296474515043491,1
"Ranbp6",0.456531055745579,1
"Kif13a",0.211381665670624,1
"Zfp14",0.0018093661845065,0.207283436505216
"Gstm5",0.0209947245042962,1
"Micu1",0.467755999954844,1
"Serp2",0.347680358478506,1
"Cox10",0.433350590077729,1
"Abi2",0.0263254530612903,1
"Rufy1",0.249698578004062,1
"Mecp2",0.237356755354793,1
"Sf3b3",0.0904050355018991,1
"Pcbd1",0.841006251621531,1
"Unc5d",0.04426955268413,1
"Nudt4",3.57389118299523e-10,2.16953293999224e-07
"Asphd2",0.53994707552617,1
"Ndst2",0.345983261532588,1
"Ccni",0.000507643501980515,0.0700029849537824
"Dab1",0.0638620220095706,1
"Tomm5",0.896950389604767,1
"Ccdc101",0.450900283682115,1
"Kif21b",0.26049737755462,1
"Sgcb",0.5683116758573,1
"Cacna2d1",4.00580493368219e-05,0.0078360362283323
"Hid1",0.420791337936776,1
"Map1lc3b",0.450512557889038,1
"Fbxw7",3.81173896485398e-06,0.000956766337866535
"Slc38a1",0.354357025830024,1
"Snapin",0.167213964021554,1
"1110004E09Rik",0.078385914101271,1
"Nono",0.00350905799275519,0.349333660849682
"Ier3ip1",0.171754324957791,1
"Pcbp2",0.248914506732618,1
"Cmip",0.891667673158318,1
"Nudc",0.454034737535264,1
"Spcs1",0.0507877801606829,1
"Rrbp1",0.000119071167739015,0.0200905288832304
"1810055G02Rik",0.478466372522974,1
"Asxl1",0.0254497347570325,1
"Mknk1",0.186695472736845,1
"H13",0.164433196069655,1
"Mta1",0.5196963411435,1
"Tnks1bp1",0.261302746791524,1
"Fam78b",0.0999071709915895,1
"Phax",0.60352133691559,1
"Fabp7",5.55111512312578e-17,2.21444525966628e-13
"Smpd1",0.0658404884211641,1
"Hadhb",1.96509740701956e-08,8.19015337759236e-06
"Anapc7",0.112438663502888,1
"Mkks",0.118318775392571,1
"Bms1",0.44776112631403,1
"AI413582",0.319758594644479,1
"Bace1",0.3311345070601,1
"Sart1",0.263762623198626,1
"Ablim1",0.000460202473592797,0.0640939927248092
"Kcnk13",0.166136553066428,1
"Wsb1",0.041443891679211,1
"Slc25a46",0.610832254512791,1
"Tcn2",4.79274920139883e-06,0.00117656534720023
"Sema6a",0.00577750125211557,0.513390132227601
"Ube4b",0.34524459937029,1
"Son",0.697770395215215,1
"Lrrc61",0.392890701398702,1
"Fam210a",0.447877043657131,1
"Arhgef12",0.0361236672584996,1
"Btbd10",0.112586941078167,1
"Slc25a26",0.366000079748506,1
"Ipmk",0.115974615502683,1
"Dvl2",0.368854931955896,1
"Stk30",0.684294401815998,1
"Sdhc",0.16474447614892,1
"Tomm40l",0.619931893332458,1
"Ubac2",0.439784127165684,1
"Ptpn6",0.328240678534342,1
"Dohh",0.231745256878579,1
"Zmat5",0.731071647991041,1
"Champ1",0.316941773951905,1
"Naa30",0.751910238674706,1
"Ranbp1",0.260285366454577,1
"Isca1",0.0199176400664488,1
"Ivns1abp",0.0228478110028866,1
"Pcmtd2",0.520003806566097,1
"Tmx2",0.141197809332105,1
"Ank3",0.00230701140992756,0.250912354163637
"Col4a1",0.0136737468523132,1
"Exoc3",0.399053462174048,1
"Gpt2",9.36084543212701e-13,9.41965163590153e-10
"Eri3",0.0136935324315572,1
"Camk2b",5.55111512312578e-17,2.21444525966628e-13
"Smc1a",0.134727988636158,1
"Wif1",0.291097391881967,1
"Mbtps1",0.888266868036862,1
"Rpa1",0.488142172365344,1
"Tubb2a",9.69522279126167e-09,4.34911801563594e-06
"3110043O21Rik",0.384535836801025,1
"Zcchc18",0.515719731375001,1
"Ube2w",0.269856530618221,1
"Flot2",0.168909999394794,1
"Ramp2",0.00525779254592246,0.477852992223356
"Bcr",0.297284547185081,1
"Vapb",0.799741788306321,1
"Zfp598",0.849288085005833,1
"Srsf11",0.00222771469865318,0.243473344156975
"Hagh",0.501346161119483,1
"Ilf3",0.781092158829818,1
"Tpt1",2.07055885746987e-05,0.00434729082173876
"Vcp",0.0329183545916955,1
"Siae",0.184944045619978,1
"Nalcn",0.17824129615028,1
"Ola1",0.00613370463823354,0.5377695127167
"Efhd2",0.00623124340306802,0.543335813943211
"Cntnap2",0.198399963073186,1
"Mob4",0.641689059112625,1
"Usp46",0.12250339189081,1
"Capns1",2.43633883177941e-05,0.00502089509089918
"Gm2382",0.677448964158852,1
"Smad7",0.470322976903844,1
"2900052N01Rik",0.947731079535472,1
"Nefh",0.0069925899054194,0.601272933221223
"Fbxo34",0.954561090466363,1
"Babam1",0.946284470668255,1
"Map2k1",5.25467336309760e-10,3.1054652015119e-07
"Zfp207",0.460344336859027,1
"Slc7a5",0.181392482373211,1
"2810029C07Rik",0.709491487769319,1
"Ehd1",0.0629297569144284,1
"Arfgef1",0.28048833088615,1
"4833420G17Rik",0.850406490953692,1
"Ghitm",0.00601529382434762,0.530056219803945
"Rnf20",0.542070261569159,1
"Crlf3",0.361261524850613,1
"Adra2a",0.00793536381373078,0.661461833996553
"Snrpc",0.137209562067913,1
"Akap8",0.486847432201348,1
"Apba1",0.212058282510269,1
"Canx",0.00808066293500409,0.671568734932876
"Fus",0.327845246731759,1
"Inpp1",0.64156773992271,1
"Rpl36",0.667327577554344,1
"Dld",0.0103900346047699,0.811565735783369
"Pls3",0.856754583709831,1
"Baiap2",1.66533453693773e-16,3.44469262614755e-13
"Eif2s3x",0.435807209522793,1
"Ppp1r11",0.0677186376765634,1
"Ddx31",0.83155040740713,1
"Zc3h10",0.14105352993964,1
"Hook3",0.040354442281189,1
"Chic1",0.243333974634293,1
"Sept3",0.0423154802318542,1
"Fam63b",4.77477873343513e-05,0.00919534448097162
"Tmem132b",4.46120917985127e-12,3.86283024548336e-09
"Mapk1",8.32667268468867e-16,1.5501116817664e-12
"Prrc2c",0.415924272472567,1
"Sptbn1",0.311769600095041,1
"Gsn",1.29485498268078e-07,4.46394534335102e-05
"Stmn1",0.0491736279610574,1
"Ndufb3",0.658900818871877,1
"Agpat1",0.697350622531774,1
"1200014J11Rik",0.695634035352313,1
"Ciao1",0.703740498205248,1
"Reep3",0.0326091665698104,1
"Stk32c",0.000111891515212015,0.0190808888355167
"Taldo1",0.748239425182429,1
"Nfia",2.19189111305695e-11,1.74877399490158e-08
"Trio",0.48587163428698,1
"Pias2",0.282537420262748,1
"Samd14",0.0799740171639885,1
"Rpl17",0.897513511923369,1
"Ndrg4",3.14465120609952e-12,2.85568379383365e-09
"Snrnp48",0.73223650705171,1
"Bdp1",0.0137157721604861,1
"Psmc1",0.958499556398403,1
"Polr2j",0.0244248416000744,1
"Yes1",0.760212931194528,1
"P4ha2",0.202668690654748,1
"Ndufs6",0.727640266928625,1
"Elp3",0.549360370772312,1
"Nfyc",0.768482685039237,1
"Foxo1",1.5520049244655e-06,0.000426982236495848
"Snrpg",0.515193641121097,1
"Pcbp1",0.131929688275419,1
"Tmem255a",0.48507318791711,1
"Mfsd10",0.360905996954059,1
"Fn1",0.0158718138254877,1
"Ddr2",0.0486853027133647,1
"Cab39l",0.0036646340178047,0.361279604818844
"H2afy",0.37114465278849,1
"Cotl1",0.268250257850737,1
"Abhd5",0.40939268391125,1
"Fbxo41",0.550674589490309,1
"Papd5",0.148193072975357,1
"Clcn3",0.277146181407483,1
"2810405F15Rik",0.536806667820619,1
"Rap1gds1",1.25926574667812e-07,4.36821760569896e-05
"Nfe2l2",0.0534004333067503,1
"Gda",1.14352971536391e-14,1.61682534908292e-11
"Ly6c1",1.17153061574005e-06,0.000332123929083603
"Fjx1",0.346833801706264,1
"Sod1",0.161618852426341,1
"Mtfr1l",0.00540676225461473,0.487810158959862
"Jmjd1c",0.0301196489803476,1
"Cwc15",0.624130707536342,1
"Cs",0.0924761376645257,1
"Notch3",0.412446530398639,1
"Enho",1.39679673383242e-09,7.35936081833923e-07
"Kcnip1",0.000123479219367117,0.0207715326301043
"Zrsr1",0.601058641079241,1
"Gabrb2",5.67398744266701e-07,0.00017268915021524
"Msi2",1.55431223447522e-15,2.75575410091804e-12
"Csk",0.466495949855991,1
"Pdpn",0.299806350691072,1
"Ncor1",0.771086304420628,1
"Usmg5",0.991836854379883,1
"Hdac1",0.964314383381129,1
"Pdcd6",0.467247868519673,1
"Sidt2",0.657004800790148,1
"Fam168a",0.561629203384358,1
"Hdlbp",0.606677107356521,1
"Kars",0.75512291984198,1
"Ncoa4",0.0220664013618935,1
"Zfp503",0.101918234156789,1
"Eml5",0.180137287468366,1
"Neurl1a",0.398480974370509,1
"Pacsin3",0.724448146827854,1
"Rps11",0.485608824735121,1
"Pcnx",0.246880522505346,1
"Eif5b",0.254964895837548,1
"Bai1",0.214142064977899,1
"Drg1",0.658141673796033,1
"Jun",0.229605381194401,1
"Arfip1",0.749991241000058,1
"Ctcf",0.0586461698355996,1
"Igsf21",0.797795154425128,1
"E130309F12Rik",0.696551736250751,1
"Qk",0.000140945593032793,0.0233926370949327
"Il18",0.64993909894059,1
"Tusc2",0.0406825185350565,1
"Parl",0.7358756895411,1
"Igtp",0.288951607107173,1
"Atp2c1",0.424634649225077,1
"Limd2",2.69784194983913e-14,3.46369782684353e-11
"Pabpc1",0.402687570227562,1
"Sdhaf2",0.411462599284833,1
"Khdrbs1",6.60342836910077e-05,0.0120323856487857
"Rac1",0.127787881949644,1
"Pitpnm2",0.69146543722834,1
"Ebf4",0.865348984933455,1
"Sacm1l",0.861199507413346,1
"Srsf5",0.671554899872112,1
"Lmtk3",0.516566657846669,1
"Rbm39",2.70987671837641e-05,0.00556408018946876
"Stk38",0.192454010794355,1
"Srek1ip1",0.422984412829223,1
"Chsy3",7.18596809495264e-05,0.0129669364368129
"Mllt4",0.904767520669483,1
"Ankrd29",0.0102170647765363,0.798613531290054
"Usp14",0.349042736668776,1
"Nefm",0.00515835645141777,0.470346597833695
"Gatad1",0.400639845656277,1
"Rbfox2",0.00896047098751696,0.727369607423702
"Slc41a1",0.00592722200334861,0.523777533713147
"Slc6a11",5.03823963504679e-06,0.00123411810543317
"Ehmt1",0.140940650065435,1
"Kcnd2",3.09659603514589e-09,1.53725099074053e-06
"Mrpl30",0.276153375084527,1
"Kank1",0.0320063474781965,1
"Atg13",0.463916804542056,1
"Adam23",0.00327461954861902,0.331010155621742
"Rnf139",0.634565060612211,1
"Actl6b",0.0339757459913948,1
"Ap2m1",2.60210935076888e-07,8.3519723088345e-05
"Taf13",0.0408782873533768,1
"Cxxc1",0.677240807131885,1
"Tmtc1",0.536885189344124,1
"Ube2n",0.0106201323642805,0.824350455072524
"A230046K03Rik",0.0877412816137373,1
"Mrpl14",0.124818958621241,1
"Emc1",0.219793109637714,1
"Pcmt1",0.514035690319077,1
"Zfp106",0.105987214834321,1
"Cox6a1",0.0153709423148075,1
"Fndc3a",0.207998980732652,1
"Ifnar2",0.073494539250904,1
"Apopt1",0.81457637780091,1
"Pcnxl3",0.197296938993671,1
"Usp37",0.656204586007123,1
"Clec2l",0.192031498781818,1
"Dctn3",0.580015757110298,1
"Celf3",3.05791653082421e-06,0.000782889695398117
"Sfswap",0.416534175529534,1
"Dpp9",0.505355406291065,1
"Strbp",0.0232741049182473,1
"Edil3",7.91072796157977e-09,3.60655958749639e-06
"Ercc8",0.567254207381096,1
"Psma1",0.124323325140615,1
"Prex1",1.94026126482116e-05,0.00412916875703319
"Clk3",0.902636951025618,1
"Pigk",0.667910668239023,1
"Bscl2",0.0688652982558596,1
"Tcf12",0.192179726879223,1
"Phlpp1",0.259156279719192,1
"Naa40",0.779800785270252,1
"Irs1",0.318469224769733,1
"Kcnj10",1.01196828694583e-13,1.18983309299374e-10
"Zic1",0.0708483153325609,1
"Dusp8",0.282621854654987,1
"Gm13826",0.652220548313092,1
"Pbxip1",0.873661365915229,1
"Plekhn1",0.651729031654189,1
"Diras1",0.000167655880307815,0.0271008859970323
"Ugt8a",0.253129945380388,1
"Scd2",8.78786224614569e-05,0.0155068032589648
"Fra10ac1",0.0136066105463654,0.997913269129687
"Slmo2",0.714006379081538,1
"Morn4",0.1261324328506,1
"Gpr155",0.614847606905274,1
"Zranb2",0.834936851879565,1
"Nceh1",0.123440032512354,1
"Zc3h18",0.17372219178017,1
"Surf1",0.358236500421191,1
"Rfxap",0.775682742900607,1
"Hpcal4",1.18022258632777e-12,1.16661679525789e-09
"Fech",0.19943909099683,1
"2310022B05Rik",2.43089604001767e-10,1.51689703174862e-07
"G3bp1",0.474605534833402,1
"Tbc1d16",0.397218132805452,1
"Mapk9",0.877171637492007,1
"Cops7a",0.433811312308648,1
"Nell2",0.311074638669691,1
"C87436",0.336587647514347,1
"Ube2g1",0.439994688552494,1
"Mprip",0.0441330038711705,1
"G2e3",0.212549441986257,1
"Zmym1",0.0843169868008408,1
"Dnajc7",0.0298531470779848,1
"Cse1l",0.261708377617569,1
"Tle3",0.0580488623118264,1
"Kpna4",0.117866484355856,1
"Ccnd1",3.33066907387547e-15,5.31466862319907e-12
"Tpra1",0.635061293567818,1
"Agap2",7.25253190836384e-13,7.57091929804784e-10
"Sdf2",0.154857803174135,1
"1810026B05Rik",0.476829539704933,1
"Apod",5.55111512312578e-17,2.21444525966628e-13
"Iqck",0.027223101580729,1
"Mrps22",0.500249450238581,1
"Scg3",0.291018925050287,1
"Aldoart2",0.0123722759000082,0.926145439999552
"Srrm2",0.0101133622951091,0.792726629571421
"Tor1aip1",0.776775776486486,1
"St3gal5",0.728596272945813,1
"Snhg3",0.484609808508584,1
"Fat1",0.167193416000452,1
"Klhl24",0.260075318728675,1
"Uba5",0.865005645725389,1
"Grlf1",0.670672075587937,1
"Pcgf2",0.715215607649164,1
"Rheb",0.913277955886842,1
"Tex9",0.663401265663445,1
"Foxk2",0.469638482204909,1
"C1qc",0.0234745794317816,1
"Rad51d",0.0920525133082334,1
"Ostc",0.540136427745625,1
"Kat5",0.564501693730575,1
"Slain2",0.632441619235379,1
"Lactb",0.564520594399828,1
"Gpr162",0.166524833312462,1
"Rasa3",0.0411189525853959,1
"Picalm",0.343414810916076,1
"Ociad1",0.0107686907720593,0.834009909069692
"Ptpdc1",0.41144921170285,1
"Ppp1r7",0.887247162418164,1
"Numa1",0.49066705269796,1
"Glb1",0.0503696123925181,1
"Fgf9",0.148590813577389,1
"Phtf2",0.389405160142585,1
"Scrt2",0.252300983163792,1
"Bid",0.00517743316786728,0.471700979131517
"Ctss",0.27251343643721,1
"Serf2",0.520404956647393,1
"Cox7a2l",0.490311399753795,1
"Ube2q1",0.0228512824588948,1
"Ube2f",0.783073671205972,1
"Vps26b",0.305845131241829,1
"Txndc5",0.0170405636809334,1
"Gpr85",0.710772193406036,1
"Grina",0.090376636571858,1
"Pdpk1",0.0211612946675945,1
"Fam50a",0.79363703662358,1
"Unc119",0.828592015949884,1
"Rpl7l1",0.9053364589205,1
"Spred3",0.538476598507472,1
"Lurap1l",0.216533590501338,1
"Rps19",0.451899055012545,1
"Lrrtm3",0.00963894668569332,0.765205753957516
"BC016423",0.171597005979707,1
"Psmc5",0.520423920063115,1
"Tmem39a",0.197399243947619,1
"Tm7sf3",0.707562783379886,1
"Kbtbd7",0.948345259702892,1
"Sept4",6.08340284968811e-06,0.00146128985874399
"Fyttd1",0.0795600025108303,1
"Mylk",0.0754056052397344,1
"Abca1",0.000638426685221405,0.0848935103053025
"Ppp2cb",0.0907235096903548,1
"Coq2",0.135529054849039,1
"Map2k4",0.179640811984359,1
"2300009A05Rik",0.238840195075486,1
"Pcdh9",0.285964194359441,1
"Map3k2",0.0288754229531751,1
"Spry1",0.0232074178870622,1
"Actn1",0.26417069761832,1
"D2hgdh",0.141417331792764,1
"Mb21d2",0.0322548142668015,1
"Ppm1g",0.231699423704872,1
"Rgs8",0.756767151872986,1
"Samhd1",0.221972056861569,1
"Tmppe",0.715399474486238,1
"Gdpd1",0.243075459449722,1
"Tmem135",0.204835530877494,1
"Fnbp1",0.248894378120351,1
"Morf4l1",0.000237208021320934,0.0362855055374369
"Fam155a",0.017778102208707,1
"Snph",0.11186049054633,1
"Psmb1",0.826163170122509,1
"Trf",0.00528107340859929,0.47957864826887
"Slc6a1",6.24488377648502e-06,0.00149365475544378
"Gnaq",0.0979912305387298,1
"Ppap2b",0.0200862781417412,1
"Plvap",0.242183291934478,1
"Fgf14",0.198468047114317,1
"Mapk8ip2",0.217903715433572,1
"2700089E24Rik",0.0905218348838979,1
"Lyz2",0.000615745636173115,0.082664827286087
"Ppp2r5b",0.0246168354531526,1
"Lonrf3",0.108038630022726,1
"Agrn",0.675987739641788,1
"Abcc9",0.708279573678915,1
"Zcchc9",0.649529244571276,1
"Acyp1",0.216037782049845,1
"Fam126b",0.972203316717386,1
"Scap",0.0177168966290462,1
"Rai1",0.218569564107809,1
"Cxx1c",0.000418171643704779,0.0587530203544646
"Gabarapl1",0.364247706883376,1
"Mapt",0.00290639822419186,0.300664730610897
"Sh3kbp1",0.572364268731716,1
"Mrp63",0.228647480764717,1
"Zdhhc17",0.257300018302538,1
"Ptpn2",0.17614250644533,1
"Gorasp2",0.938314737363909,1
"Snrnp200",0.173966752069406,1
"Nid1",0.000246993856736655,0.0375354441206361
"Arrb1",2.14531549445063e-05,0.00449579714053935
"4922501C03Rik",0.509697592899293,1
"H2afy2",0.00477717996854438,0.444901755631643
"Plxna3",0.145544299343279,1
"Apeh",0.362485405632065,1
"6720401G13Rik",0.123435068827756,1
"1810037I17Rik",0.283021193551027,1
"Git1",0.455478643962859,1
"Polr2f",0.197941313454126,1
"Sema7a",5.99581610596922e-05,0.0110705936905141
"Gnb4",0.309830243724219,1
"Dazap1",0.122131930839111,1
"Tra2b",0.00234257257491566,0.25330016891585
"Ralgps2",0.195592244054833,1
"Xbp1",0.472460390928553,1
"Trappc1",0.293809493307748,1
"Slc35a2",0.711363921881784,1
"Cand1",0.0327266591806387,1
"Tulp4",0.247338039138052,1
"Cbr2",0.691903914687859,1
"Opn3",0.0470023725315085,1
"Casp8ap2",0.47213128829983,1
"Klf16",2.99384882852527e-05,0.00610227893205331
"D10Jhu81e",0.116413006358265,1
"Gad2",0.445801352076504,1
"Ppid",0.539824433719849,1
"Topors",0.899854252945783,1
"Efemp2",0.215654588517613,1
"Zc3h11a",0.445045577265199,1
"Paqr4",0.0482733660363808,1
"Rcan2",6.30330692918957e-07,0.000190685635192826
"Etv1",0.280364653023387,1
"Rpgr",0.309079117607548,1
"Adipor1",0.000219005213789869,0.0338812951097871
"Ahnak",1.92068583260152e-14,2.61628605800572e-11
"Ddah1",0.00659480632876969,0.571467945296738
"Tmem206",0.866035136011388,1
"Ddx6",0.53642618950818,1
"S100a5",5.55111512312578e-17,2.21444525966628e-13
"Rps9",0.00113994567025377,0.14092070977652
"Th",1.09415879889219e-05,0.00245904635023589
"Golga7",0.0601162253742003,1
"Rragd",1.99285032920216e-14,2.68187996989945e-11
"E030024N20Rik",4.27647445233603e-09,2.04132789748313e-06
"Ppfia1",3.41167649686724e-11,2.57483186170772e-08
"Tpi1",0.437416057793826,1
"Prdx2",0.84585770584145,1
"Dnalc4",0.000779221848580203,0.100853987056975
"Ywhab",0.299713283537966,1
"Tnrc6b",0.939453887609058,1
"Arhgap33",9.23628296067847e-09,4.17679367435695e-06
"Alkbh6",0.91122958371609,1
"Chd9",0.502391753548712,1
"Mpp6",1.76688612629761e-08,7.47562280342241e-06
"Fam20c",0.591734028030571,1
"Smim15",0.150749158100371,1
"Atl1",0.199757122916556,1
"AI848285",3.88968739184481e-06,0.000974142714371043
"Sec62",0.281521412323344,1
"Arhgap42",0.675399127549672,1
"Bcap31",0.471513291746942,1
"A030009H04Rik",0.554199206712755,1
"Ctnnbl1",0.635308149497444,1
"Eif4b",0.509940611719865,1
"Ift27",0.608446126622886,1
"Nfic",0.00267767398451857,0.282692819748538
"Ergic3",0.50961251827495,1
"Bcl7b",0.72516730273137,1
"P4htm",0.185780571354878,1
"Dnajc27",0.65948634270746,1
"Pgp",0.0304917225427802,1
"Lrrn3",0.116179504355553,1
"Bri3bp",0.373442824293744,1
"Mt2",8.09358136066862e-12,6.69652839446585e-09
"Zbtb18",0.243466562175046,1
"A430005L14Rik",0.52847596184189,1
"Brpf1",0.211430404379575,1
"Atp5l",0.3444732484519,1
"Mvb12b",0.214299434396392,1
"Capzb",0.0336204201878439,1
"Ccdc137",0.442914724089379,1
"Fam73a",0.0438615906334948,1
"Sec11a",0.387504999670639,1
"Map7d2",0.183028306502728,1
"Prkrir",0.514317794021485,1
"Zfp385b",0.178414272512573,1
"Jdp2",0.328572833281158,1
"2810468N07Rik",0.303145409942833,1
