"","combined_pvalue","adjusted_pvalue"
"Ndufb9",0.747560187454464,1
"Brix1",0.237780706631557,1
"Xpa",0.770527291113769,1
"Zxda",0.252005310792622,1
"Tceal1",0.615569424584138,1
"Tmem230",0.848352122679267,1
"Mef2c",4.97971831466826e-05,0.00950805438511361
"Sqrdl",0.112051067896331,1
"Rpl38",0.926755295117385,1
"Zfhx2",0.251301090449663,1
"Arih1",0.460629722701374,1
"Ctdnep1",0.334681592680717,1
"Gopc",0.021831397651013,1
"Glrb",0.360706477572499,1
"Fem1b",0.00541102325703174,0.487810158959862
"Ccdc28b",0.459601540642407,1
"Gabarap",0.327360429382039,1
"Mapk3",0.334382292116042,1
"Metap1",0.507331079149172,1
"Eif3h",0.609480918321079,1
"Dip2b",0.023299046095621,1
"Ubr5",0.19591582176182,1
"Polr3h",0.597192169499466,1
"Dnajb9",0.272309707279081,1
"Calm1",0.000167517979992482,0.0271008859970323
"Rpl27a",0.00456699043641789,0.429756178896327
"Zfp532",0.74246274324839,1
"Trim37",0.0354292898341316,1
"Afg3l2",0.901474568231354,1
"Alad",0.897330503626019,1
"Reep1",0.455961652378045,1
"Wipf3",4.16746565651271e-06,0.00103443275077523
"Uck1",0.335433558412523,1
"Ufsp2",0.326564002534659,1
"Fndc5",0.000184246685056511,0.0293160407727284
"Psmd4",0.745693439581613,1
"Yipf5",0.181294647750819,1
"Plcxd2",6.08827146776902e-05,0.0112033541334319
"Slc39a14",0.827760350986467,1
"Ldha",0.582516898436359,1
"Ncor2",0.00937230994917537,0.752596612073851
"Rpl15",0.000166022372874053,0.0269147370452983
"Tubb3",0.0100191167502766,0.785890781265318
"Ndrg2",0.241430093694426,1
"Cpne7",0.564908020701388,1
"Mrpl20",0.0527284132451089,1
"Meis2",1.66533453693773e-16,3.44469262614755e-13
"Sdc4",5.78526179734751e-05,0.0108240909263129
"Gtf3c4",0.507685230780798,1
"Donson",0.0259463564766906,1
"Snap91",1.38184513831519e-09,7.31508986850886e-07
"Ndufs4",0.181093326382919,1
"Elp5",0.495556613841309,1
"Syt11",0.0134229328016673,0.987979362183098
"Poli",0.093101332410886,1
"Rplp0",0.112798476378672,1
"Mllt3",0.910231599886931,1
"Tmem87a",0.873885917570439,1
"Csnk1d",0.00253508997438801,0.269422218585178
"Tle4",0.000682448336364661,0.0899972243628488
"Spire1",0.365317639846077,1
"Suz12",0.0449113870308421,1
"Rps20",0.0182286647846508,1
"Pomt1",0.339167263984936,1
"Arx",2.97101504953545e-07,9.40097488943917e-05
"Tmem106b",0.305447994141432,1
"Clstn3",0.682252032888384,1
"Arl8a",0.541293248514877,1
"Iqsec3",0.0224737765594309,1
"Pkia",0.500411618109903,1
"Sbf2",0.489814034650572,1
"Dag1",0.0157828367182588,1
"Ap1m1",0.00215003934326036,0.237228630839668
"Eif2s1",0.301284778762809,1
"Ube2j1",0.0654090840937593,1
"Tex264",0.754052257292813,1
"AI837181",0.342656102013935,1
"Ict1",0.354865550577847,1
"Smarcc2",0.158256820336562,1
"Mnat1",0.804388765982909,1
"Iqub",0.00193086205214121,0.217630790301981
"Ubqln2",0.289128137989969,1
"Thy1",0.0114139987307296,0.869061383130852
"Pfdn4",0.572421615383054,1
"Gclc",0.424659238740124,1
"Srp54a",0.229608639872589,1
"Pdzd4",0.558761797652434,1
"Mzt1",0.343549953283882,1
"Rps3a1",0.0207298022927485,1
"Prkar1a",0.0508436756340639,1
"Prkce",2.19516552713017e-08,9.01448906460043e-06
"Tomm70a",0.0121603182798266,0.914047739748095
"Sfi1",0.7428551656707,1
"Kifap3",0.0331620645840326,1
"Fam114a2",0.68773329350068,1
"Pisd-ps1",0.011001488139545,0.845723828118586
"Ap3s2",0.84074985306312,1
"Mars",0.613996384427536,1
"Rexo4",0.363543978188382,1
"Rps27l",0.753786983364828,1
"Xpo5",0.896772255193053,1
"Acta1",0.135702496902389,1
"Pacsin1",0.00100535016636738,0.125735876484031
"Rnf7",0.153452273897817,1
"Nras",0.419736009239264,1
"Mrfap1",0.0141122605497758,1
"Stox2",0.809614454391203,1
"Cyld",0.42504291104998,1
"Syn2",3.37633537900173e-06,0.000855164642726102
"Nsmaf",0.826639666648054,1
"Med29",0.712117198260221,1
"Dpm3",0.172593443080243,1
"Rgag4",0.300992903214965,1
"Adam10",0.700764491194951,1
"Ptprm",0.342242993510021,1
"Tubb4a",0.410433213417892,1
"Abracl",0.0197161103849559,1
"Camta1",0.000220177508556518,0.0339685597388571
"Fbxo6",0.525728085638692,1
"Neto1",0.0473966819209493,1
"Raf1",0.335261164541028,1
"Rac3",0.658123283208728,1
"Shfm1",0.841061089097024,1
"Ttc13",0.686994653527375,1
"Cpsf4",0.231505096356244,1
"Kpnb1",0.591340223846374,1
"Srebf1",1.02717953587295e-08,4.55290474393755e-06
"Slc25a28",0.849998747981708,1
"Unc79",0.00720589822497009,0.6153513054393
"Thoc7",0.364093795408853,1
"Kat2b",0.454209707230757,1
"Ppargc1a",0.653071544936626,1
"Prpf4b",0.00433799952606323,0.412376947875104
"Tmem251",0.713854724012664,1
"Ggct",0.579091387757366,1
"Mrps18a",0.613743721663587,1
"Kctd3",0.0347659119475099,1
"Pts",0.335202145188522,1
"Snap25",6.43929354282591e-15,9.80340901441451e-12
"Slc6a13",0.00829545023578354,0.685339900330664
"Ccs",0.792725161084071,1
"Atp5g3",0.0236670783396391,1
"Atp6v1e1",4.3502617397273e-08,1.6989950004744e-05
"Ascc1",0.924465921128306,1
"Mbip",0.614015652787185,1
"Lrrc16a",0.497778336184084,1
"Npr1",0.100132624671598,1
"Gng12",0.128851024749536,1
"Mrpl12",0.96040134347588,1
"Emc3",0.187524558633843,1
"0610010K14Rik",0.163382659824529,1
"Gm608",0.0344956399305174,1
"Fam189b",0.123021309792436,1
"Larp1b",0.3810932792915,1
"Slc11a2",0.228218475477353,1
"Cdhr1",9.62180224384213e-10,5.48878760682273e-07
"Chid1",0.0334487046099862,1
"Hmgn1",0.390292731998157,1
"Spata5",0.403341158467365,1
"Ube3a",0.0181899854312305,1
"Ldhb",0.00493553238728162,0.455608042921012
"Ept1",0.295088121859438,1
"Dhrs13",0.174151302675764,1
"Perp",0.474516829194792,1
"Arhgap39",0.275949549216071,1
"Stx7",0.088536053677578,1
"Zfp12",0.0240624996506771,1
"Rbbp7",0.29036152377966,1
"Zfp760",0.727159901595165,1
"Mcf2l",5.55111512312578e-17,2.21444525966628e-13
"Ndufb11",0.421082920284431,1
"M6pr",0.220174387144697,1
"Ptrhd1",0.873435523871153,1
"Nop10",0.692700598687703,1
"Tmem80",0.788774954054062,1
"Shank1",0.0304474243309946,1
"Mat2a",0.612567374093436,1
"Cdk5rap2",0.0338710065035702,1
"Tmpo",0.816183947463425,1
"Nav1",0.0771755290589467,1
"Psma3",0.759441161755646,1
"Clk1",0.00993249053836887,0.78074071566441
"Acsbg1",6.41869313720012e-05,0.0117148825208458
"Zcchc14",0.0238368236145414,1
"Hnmt",0.641855112864099,1
"Txndc12",0.377138797082113,1
"Grm1",2.96635354400943e-05,0.00605728950513357
"Supt4a",0.114002837890884,1
"Cdh11",0.452647808691337,1
"Rph3a",0.255304696570416,1
"Rps3",0.0693614915861805,1
"Cebpz",0.697851862475985,1
"Clptm1l",0.633412733968215,1
"Itpk1",0.488261544611019,1
"A230073K19Rik",0.260983586759724,1
"Sh3gl3",0.894389581799633,1
"Ctdspl2",0.609308204648978,1
"Arhgdia",0.268850932383569,1
"Taf1a",0.169054599571349,1
"Rasgrf1",0.0649402163071227,1
"Snrpe",0.696541737095063,1
"Dlx1",1.10301434652627e-10,7.42191232104428e-08
"2410018M08Rik",0.473394473951986,1
"Usp29",0.51981120109446,1
"Fbxo11",0.446536233723231,1
"Il34",0.0448342486782355,1
"Gigyf1",0.642187052327815,1
"Klhdc2",0.423679263787423,1
"Sub1",0.612665303500717,1
"Nnat",1.99287488160671e-05,0.00420791644497921
"Tyro3",6.72084610187085e-12,5.68712489499458e-09
"Trib2",0.602395239123255,1
"Elmod1",0.0145000939482212,1
"Xrcc4",0.0340983779377316,1
"Tmem260",0.238976795501555,1
"Aph1a",0.236507813649064,1
"Atp6v0e",0.639293409678753,1
"Eif2s3y",0.36055237521454,1
"Rufy2",0.720008241832674,1
"Eif4h",7.03985248254879e-05,0.0127414087232683
"Mon1b",0.303346917184047,1
"Dnajb1",0.764669621744748,1
"Dbc1",0.0123672170725436,0.926145439999552
"Sephs1",0.234528495522181,1
"Rrnad1",0.916711180144168,1
"Cdr2l",0.521956015072083,1
"Sec22a",0.321380958535872,1
"Acly",0.023148633661522,1
"Ndufb2",0.418367113874232,1
"Chpf",0.238352717945727,1
"Lrrfip2",0.293898002892667,1
"Rnf145",0.127910711367023,1
"Sdf4",0.0132225193664119,0.976798911448024
"Kctd12",5.55111512312578e-17,2.21444525966628e-13
"Tnfrsf1a",0.118159355114083,1
"Mrps24",0.837992963656332,1
"Slc25a3",0.4150409297331,1
"Scg5",0.0362783287219963,1
"Wdr44",0.946364505807621,1
"Hbp1",0.0262350077044242,1
"AI854703",0.685751756057413,1
"Mrs2",0.12324711935374,1
"Rtn3",0.00238978973539422,0.257154134136726
"Pygo2",0.112951111590903,1
"Mtch1",0.557245862482486,1
"Krt222",0.218156005878578,1
"Dmxl1",0.000135619895357098,0.0226433163177193
"Tanc2",0.00265415164561028,0.280474570594387
"Tubgcp2",0.65165402122281,1
"Slc6a7",0.0662260216366632,1
"Lin54",0.469512458398836,1
"Ttc3",0.0667935560078182,1
"Mark2",0.000763247814484169,0.0992464890099627
"Nrsn1",1.66533453693773e-16,3.44469262614755e-13
"Arrdc3",0.66518922289581,1
"Tmsb15b1",0.120448638457503,1
"Igfbp5",5.55111512312578e-17,2.21444525966628e-13
"Cat",0.645171866862584,1
"Tmem35",0.000183591953240914,0.029253536140459
"Dcaf11",0.117852638795558,1
"Tob2",0.198480985571872,1
"Thap1",0.11150804318207,1
"Pds5b",0.654917447959943,1
"Pgm2l1",0.526635839667174,1
"Cntn2",0.853501594927508,1
"Mon2",0.334540180502451,1
"Bai2",6.33770813607271e-13,6.74195240789598e-10
"Pdxp",0.0197117305126627,1
"Bmpr2",0.0333692426576475,1
"B4galt6",0.13941780509909,1
"Ralbp1",0.732344539994395,1
"Ctnnd2",0.198593262552237,1
"Jund",0.0666155187374744,1
"Id1",1.9494269083542e-05,0.00413965319092155
"Trpm3",0.14169481480093,1
"Vps18",0.563051240642175,1
"Ssr4",0.0652342669473253,1
"Mettl9",0.0797820519319041,1
"Denr",0.0893759949806723,1
"C1ql1",0.290483114944069,1
"Fam120b",0.368861117820593,1
"Plekhf2",0.809233380228356,1
"Hdac2",8.50576670519132e-06,0.00195890996055596
"Unc50",0.917563115939006,1
"Tomm40",0.157045323697593,1
"Gm6654",0.0123793047428027,0.926145439999552
"5930403L14Rik",0.350643646430678,1
"Pclo",4.58225509288868e-05,0.00887046110125068
"Aldoc",3.09556658084631e-09,1.53725099074053e-06
"Gdap2",0.405544098088301,1
"Wbp4",0.0658219845845583,1
"Cacnb2",0.0189819897098038,1
"Tgfbr1",0.00122891734810904,0.150346957469116
"Sez6l",0.0125269868980023,0.934065983052512
"Eef1d",0.0760133724711928,1
"Ptp4a3",0.564713806525281,1
"Necap1",0.694943091612951,1
"Ugdh",0.000150427240300122,0.0246007603770276
"Kazn",0.246791283590957,1
"Mff",0.127431223527675,1
"Klhl22",0.290995288464022,1
"Pim3",0.084312553271659,1
"Lrrtm1",0.000390382791817689,0.0554062400863813
"Zfp784",0.539295294930166,1
"Atp5f1",0.117201231043762,1
"Zfp622",0.555926779477044,1
"Snap29",0.0838653923645247,1
"Dynlt1b",0.571647763758397,1
"Rab7l1",0.225086545223571,1
"Jup",2.28142894265204e-06,0.000603861361934693
"Fkbp1a",3.66373598126302e-15,5.76379554910322e-12
"Cirbp",0.402615602982685,1
"Zfp322a",0.708238102206087,1
"Ctdp1",0.114770736614948,1
"Blmh",0.270414851955438,1
"Fut8",0.0242289239528214,1
"Pcp4l1",1.75787162604024e-12,1.69266850436195e-09
"Anp32e",0.651109855557313,1
"Dlgap4",3.48975787489714e-07,0.000109186721587156
"Osbpl1a",1.49050116171612e-06,0.000412091541223246
"Arl2",0.440096945842488,1
"Idh3b",0.706219901821081,1
"Dennd1b",0.181335329547979,1
"Tsc22d4",0.00713040792993108,0.610304554791355
"Poglut1",0.911212473004557,1
"Hsd17b10",0.798211268520213,1
"Synpr",7.93809462606987e-15,1.1666630025926e-11
"Tmem5",0.568462877845673,1
"Ece2",0.311964903791225,1
"Cript",0.397745082366041,1
"Dnm1l",0.793103961911898,1
"Srsf3",0.009099185780991,0.734891287239028
"Nsun2",0.225282154231778,1
"Dhx35",0.177533884536178,1
"Acvr1c",0.131392978429164,1
"Tax1bp3",2.88359592315324e-08,1.16699250584815e-05
"Fhl2",0.265878261306491,1
"Acadl",0.00116718717154612,0.143690883331233
"Emc10",0.131789328356761,1
"Mrps34",0.256814514444114,1
"Ttll12",0.0593602477274289,1
"Tmed9",0.478067420805778,1
"Skiv2l",0.289500998067212,1
"Snhg11",0.00378500969611656,0.369558944679284
"Ncam1",8.62980470093255e-05,0.0152519943411161
"Zfp423",0.0645209079414562,1
"Olfm1",2.34546815219838e-06,0.000614982400721644
"Ngf",0.692645874879403,1
"Nol3",0.381683398386351,1
"Ndufa3",0.263452511737289,1
"Hat1",0.558572958008082,1
"Wbp7",0.539006080302223,1
"Tmem145",0.311347244103015,1
"Zdhhc7",0.464629210811795,1
"Tmsb4x",0.000145432530465117,0.0239593269076139
"Commd3",0.139817457264542,1
"Cxx1a",0.000370272279867023,0.0530916825338788
"Tm9sf2",0.0328540140934575,1
"B3galnt2",0.32149511583441,1
"Taf15",0.0402690608661148,1
"Cct3",0.668847394007803,1
"Gm13298",0.102194173042281,1
"Tmem62",0.235062586427441,1
"Fasn",0.00958760767706973,0.763240815542644
"2810459M11Rik",0.424148117543801,1
"Usp2",0.530305319665765,1
"Lrp11",0.252013159067149,1
"Glud1",0.000767138239837817,0.0996111134517102
"Aldh3a2",0.14991580857548,1
"Ap2a2",0.65093616859564,1
"Ewsr1",0.0674000861040601,1
"Osbp",0.624348237803205,1
"Dock10",0.289168602812953,1
"Elovl4",0.0214817697719437,1
"Lin7c",0.760221736954842,1
"Itm2b",0.000531660253568822,0.0725091874953977
"Aurkaip1",0.258633542842765,1
"Suv420h1",0.320265422795421,1
"Mag",1.95385189001862e-05,0.00414117678231156
"Dhx38",0.581128562158672,1
"Dlg2",2.22270398257951e-05,0.00462757446076408
"Rnf157",0.207465871439405,1
"Eif4g2",0.394619892448634,1
"Pigq",0.0786991163936948,1
"Ttc30a1",0.772741614567096,1
"Arnt2",0.115638376546275,1
"Rapgef4",0.473861570945866,1
"Zfp790",0.656395556016492,1
"Cds2",0.281039536510609,1
"Tmem126a",0.559389590767015,1
"Gtf2e1",0.277117485190082,1
"Gspt2",0.540101055935344,1
"Mfsd6",0.587529940949884,1
"Rpl31-ps12",0.479622603747171,1
"Dusp6",0.863992737200295,1
"Ift122",0.336326221390536,1
"Kcnc2",0.02825330900734,1
"Zfp385a",1.07576153540734e-09,6.03817480461353e-07
"Pdk2",0.229872259313746,1
"Sptbn2",9.51486768153154e-05,0.016528541272142
"Lrrc40",0.00608727381443441,0.534117958128254
"Ppil3",0.465542204078535,1
"Adrbk2",0.0477753207874592,1
"Tmem223",0.296228177289296,1
"Exoc6b",0.412986579883609,1
"Atl3",0.463445144161147,1
"Pianp",0.0911699473660188,1
"Dcp1b",0.00230389651587831,0.250817799623814
"1810041L15Rik",0.190315277313494,1
"Tatdn2",0.121914597214464,1
"Dhx57",0.124505776524975,1
"Sdpr",0.302129914157986,1
"Gfra4",0.489888430356765,1
"Cttnbp2nl",0.002175919549046,0.238981689692713
"Ddx24",0.52617356825225,1
"D630045J12Rik",0.364913108332215,1
"Tpp1",0.38049717569914,1
"Bptf",0.277466449207751,1
"Ptcd3",0.757685819778227,1
"Scn1b",5.22728707934572e-05,0.00987942383473873
"Dcbld1",0.460233060400692,1
"Socs7",0.399298363252652,1
"Tmem229a",3.12765603821541e-05,0.00631737417658581
"Suclg2",0.000752732108215914,0.098107535437098
"Strap",0.471742919890326,1
"Ash1l",0.0830121372041504,1
"Vsnl1",8.34247221627726e-05,0.0148144956179385
"Mpeg1",0.310352384013587,1
"Hdac11",0.827793443017014,1
"Sfxn4",0.381404596893708,1
"Ktn1",0.037499259731792,1
"Ppapdc1b",0.577360982273427,1
"Rgl2",0.731046474809738,1
"Rpl6",0.092687797028058,1
"Mapkapk5",0.831235589658096,1
"Atp6v1d",2.73959611279961e-06,0.000706710251651324
"Ubald1",0.000170352224101833,0.0274572678137042
"Rap1gap",0.000203538824694538,0.0318413737869342
"Azi1",0.0966757916955153,1
"Ublcp1",0.573916373402975,1
"Rpl37a",0.554886000498872,1
"Mrpl43",0.422234276197115,1
"Tmem59l",0.673020337647216,1
"Tmprss5",0.00405409749360652,0.389700359788391
"Slco1c1",0.205509577655854,1
"Ubxn6",0.171836922830101,1
"Tceb3",0.216499731621176,1
"Kansl1",0.54774897938473,1
"Serpina3n",1.89170572074682e-05,0.00405563255237807
"Purg",0.0222037515683178,1
"Prdm4",0.538324175251501,1
"Stac2",0.000102952176476656,0.0176656669708905
"Qrsl1",0.555867182088438,1
"Slc25a19",0.062492940707142,1
"4930506M07Rik",0.284334633008659,1
"Srpr",0.135173583195875,1
"Dtx3",0.0225354048111314,1
"Dars",0.0740364202803683,1
"Tars2",0.188024940193202,1
"Gosr1",0.718483873563135,1
"Pex11b",0.0565372252300366,1
"Dut",0.130853989674977,1
"Rab40b",2.35964253691989e-09,1.19802610667753e-06
"Ankrd24",0.0637431009189873,1
"Maml2",0.0291996046881519,1
"Rhpn2",0.615714687550815,1
"Zdhhc9",0.653575416872176,1
"Trappc12",0.760738048465216,1
"Atg16l1",0.195736451632578,1
"Scrn2",0.81610950834146,1
"Runx2",0.665792059512583,1
"C130074G19Rik",0.181073837441819,1
"Tgfb1i1",0.336616751855079,1
"Lclat1",0.0491280281861054,1
"Kctd9",0.769949204512104,1
"Coq7",0.403935303711997,1
"Hs3st4",0.382959513272872,1
"Pias1",0.505608076535927,1
"Them6",0.774343929369717,1
"1190002N15Rik",0.317047398397533,1
"Cstf1",0.5307620283926,1
"Tbc1d2b",0.840832161743001,1
"Pip4k2b",0.873726757266482,1
"Acd",0.708176863952891,1
"Tomm22",0.406763936376729,1
"B9d1",0.158575519586786,1
"Pold4",0.764831064897565,1
"Senp6",0.0659890872453358,1
"Ehd4",0.822207297805404,1
"Nt5c3",0.63641344908953,1
"Scamp2",0.0731346522108751,1
"Zbtb43",0.477663075332249,1
"Pelp1",0.625636157309273,1
"Mmp16",0.655427847314357,1
"Casp1",0.0568532663068946,1
"Etaa1",0.250933115210834,1
"Amer2",0.00684524471466008,0.591170890626067
"Nars2",0.613390995562412,1
"Ccdc127",0.969191893766447,1
"Sipa1",0.840865267816928,1
"Nol10",0.112623934202002,1
"Leng9",0.924376411306188,1
"Zfp410",0.446135946494613,1
"D3Ertd254e",0.331855270936213,1
"Spen",0.666982688577752,1
"Tbcb",0.484015301556106,1
"Dhrs4",0.701370747572919,1
"Pnpt1",0.107759586363074,1
"Slc25a29",0.297999926345813,1
"Rtn4r",0.254983246831477,1
"Tnks",0.36194028343464,1
"Carhsp1",0.401040393227223,1
"Usp4",0.0802933544951111,1
"Rbm8a",0.508131714041029,1
"Asic2",0.0175157263109977,1
"Sdf2l1",0.231472716895943,1
"Mon1a",0.782853453901527,1
"Cerk",0.034057180028814,1
"A330050F15Rik",0.535035327585331,1
"Tmem51",0.668638871853842,1
"Puf60",0.0329861270832628,1
"Vstm4",2.84708923103949e-11,2.1781659726423e-08
"Mplkip",0.579818550841325,1
"Hsd17b7",0.642506087479744,1
"Rab24",0.607368061040013,1
"Sec22b",0.375484989587876,1
"Asxl3",0.96629344102491,1
"BC017643",0.157056896785854,1
"2310061I04Rik",0.358678003945057,1
"Rabggta",0.887151022989393,1
"Cdc42ep3",0.280084186738505,1
"Epb4.1",0.293108785196079,1
"Aebp1",8.2950103385826e-05,0.0147536689476018
"Sfxn1",0.0173769635798443,1
"Kdelr2",0.837111803057646,1
"Dctn1",3.26122696358566e-05,0.00655162421095299
"Neb",0.40197810518036,1
"Ap4s1",0.52977025506293,1
"Stx4a",0.723045839954426,1
"Rab4a",0.791273741730782,1
"St3gal6",0.708465101128825,1
"Hook2",0.273787992510234,1
"Snx16",0.676165529470587,1
"Cul3",0.4546442786826,1
"Rnf166",0.00269276809249425,0.283356137582896
"Arhgap44",0.00242602942615133,0.260308339063437
"Amz1",0.281957085022297,1
"Cd2ap",0.0686916232361338,1
"Pigu",0.730375420211057,1
"Ccdc28a",0.0166976919602543,1
"Stx8",0.202808389458512,1
"Gak",0.651239519014278,1
"Smad2",0.0583941693444424,1
"Rbm12b2",0.539715072607589,1
"Abhd17c",0.629659683604957,1
"Smg7",0.701098509936961,1
"Sgsh",0.182216947358607,1
"Dcun1d4",0.16523863537337,1
"Bop1",0.080922981960424,1
"Pld4",0.0196860059619174,1
"Tarsl2",0.432096855224865,1
"Tns3",0.000839370029790176,0.107764806173141
"Apbb2",0.550976500600896,1
"Atrnl1",0.0151932501462895,1
"Galnt10",0.632963644883235,1
"Fdxr",0.282392594469044,1
"Erc1",0.304510063810154,1
"Patz1",0.574930222423476,1
"Xpnpep1",0.217222224840632,1
"Acaa1a",0.585582650771656,1
"Med7",0.748177931593217,1
"Cdyl",0.231246738472607,1
"Zdhhc1",0.271404701409379,1
"Pabpc4",0.337530912914869,1
"Josd1",0.985204907083508,1
"Smim14",0.848292058130841,1
"Rnf219",0.0501783523889625,1
"Orc2",0.310017588195819,1
"Mobp",0.0279360061613317,1
"Agpat4",0.334697105344075,1
"Sncaip",0.808417909807666,1
"Ptp4a1",0.0414822195596563,1
"Ache",0.413145371162783,1
"Ndfip2",0.00246291021935341,0.263758836684259
"Taf6",0.551700659719344,1
"Bpifb9b",8.16882922488604e-06,0.0019009415273762
"Fastkd5",0.284513462233967,1
"Cxcl12",0.050501985105406,1
"Adcyap1",0.0278518394309551,1
"Mtrr",0.77442609980742,1
"Eif5a2",0.472800665185117,1
"E2f5",0.859321288092505,1
"8430427H17Rik",0.278664202272714,1
"Phtf1",0.92943963039407,1
"Ece1",0.0241977556921296,1
"Chmp7",0.00658016412844753,0.570641837715698
"Trpm2",0.223047443811544,1
"Mthfd1l",0.259712797382344,1
"Vwa9",0.78605347032814,1
"1700017B05Rik",0.653707977101037,1
"Sgpp2",0.644738263116792,1
"Cdc40",0.120645124764192,1
"1110038F14Rik",0.706877165402752,1
"Arl8b",0.506432950871025,1
"Wls",2.3975016631983e-06,0.000625688098940909
"Hars",0.863120611913474,1
"Cyb561d1",0.214980705013607,1
"Hopx",0.948445049890761,1
"Rnf216",0.800626811300434,1
"Nav2",0.97641603797814,1
"Zfp68",0.796718320870241,1
"Rhou",0.621754761573299,1
"Hpgds",0.324411023406255,1
"Slain1",0.617905599979969,1
"Cxxc4",0.448139943380338,1
"Rbmxl1",0.679197669592906,1
"Brsk1",0.382057514463278,1
"Stxbp2",0.958742789537195,1
"Prr14l",0.402166212721467,1
"BC004004",0.530380218031406,1
"Stat5a",0.400627628729277,1
"Ahr",0.140982651767258,1
"Pcdh15",0.627119333477648,1
"Paxip1",0.281582316876349,1
"Alg3",0.781003939090591,1
"Utp3",0.473923942603791,1
"Zfp574",0.778787488115849,1
"Slco3a1",0.0312007199832702,1
"Smarcc1",0.301902589239733,1
"Ddc",0.302094094107319,1
"Srsf10",0.520417059955705,1
"Csrnp1",0.837679762066905,1
"Nova2",0.257497784324092,1
"Slc35e4",0.277695871498894,1
"Rabgef1",0.134114021168822,1
"Axin2",0.0994144808531867,1
"Pbdc1",0.548876023479084,1
"Fancl",0.734952152012201,1
"Gdap1l1",0.537272249066767,1
"Cdkl5",0.395560838624036,1
"Ddx54",0.0199074064393855,1
"Dctn5",0.66413479897639,1
"Keap1",0.938839661399224,1
"Ube2i",0.000159624382954082,0.0259151388194463
"Tdp1",0.488647945964235,1
"Naa35",0.0505634852592826,1
"Evi2a",0.373123336072797,1
"Gcnt4",0.411158308315904,1
"Opalin",0.446055193481624,1
"Dcp2",0.123740294414199,1
"Kdm3a",0.670391261909023,1
"Chchd6",0.765143875759567,1
"Fancg",0.431023394435195,1
"BC029722",0.174406812565564,1
"Hdgfrp3",0.0138314840279918,1
"Proz",0.828853473286016,1
"Pou3f1",0.0319511391730882,1
"Sipa1l3",0.444893764772132,1
"Fanci",0.0396354099049321,1
"Uchl3",0.17136254505495,1
"Pter",0.279846982199892,1
"Mrps35",0.382229644810292,1
"D19Bwg1357e",0.070005168422004,1
"Cactin",0.0471541149477889,1
"Amacr",0.334960652344013,1
"Tmtc3",0.827372454563836,1
"Hsf2",0.55698474838566,1
"Otop2",2.86903990057708e-05,0.00588007454912908
"Wdr46",0.885247408249599,1
"Incenp",0.264649343195092,1
"Ebp",0.00884707388057487,0.721309800780351
"Gm13375",0.411881514063711,1
"Ppp6r3",0.164427541750564,1
"Itgb5",0.193078024490959,1
"Epha5",0.00027099967039812,0.0407950625845535
"Ddit3",0.344913342344602,1
"Cnnm2",0.397108577756874,1
"Lrrc24",0.230587102878027,1
"Ap1s2",0.227084149072672,1
"Coro2b",0.119920655589165,1
"Slitrk4",0.414604625536174,1
"Fbln5",0.830372365085629,1
"Usp20",0.305844098683529,1
"Man1c1",0.816642601271938,1
"Gas5",0.57175283638611,1
"Rpn1",0.450369009069415,1
"Rassf10",0.479720154879791,1
"Derl1",0.0567310412641034,1
"Mcmbp",0.205665139832591,1
"Inpp4b",0.551378929567404,1
"Txlna",0.146403132238945,1
"Nipsnap3b",0.193343579837974,1
"Tmem181c-ps",0.10889710522341,1
"Rc3h1",0.226633610580927,1
"Rgs2",0.0249597182908838,1
"Nup54",0.621300971000075,1
"Rrp1b",0.552251032722375,1
"Zfp617",0.538405871890339,1
"Snhg1",0.85609608188858,1
"Prelid1",0.848647290149249,1
"Ifngr1",0.305781462250209,1
"Dagla",0.381443317205383,1
"Rad1",0.680245113324133,1
"Bsdc1",0.373173520734026,1
"Synrg",0.47539477018084,1
"Cep57",0.641724404631583,1
"Arl4c",0.30518446474899,1
"Lrrc8d",0.420811600927433,1
"Rbm15b",0.31422080370709,1
"Kcnh8",0.154009947429445,1
"Slc25a16",0.539793320520597,1
"Tbc1d22a",0.508965863874637,1
"Cit",0.726233492790835,1
"Mllt6",0.683841474927865,1
"Ctnnbip1",0.00541563721582683,0.487832382076876
"Col3a1",0.0154901653320439,1
"Fam118a",0.592643828545456,1
"Impdh1",0.511243095887693,1
"Pak7",0.0435796506091381,1
"Btd",0.230816787018827,1
"Fos",0.148496276630134,1
"Usp10",0.45001907208343,1
"Pank2",0.388342703563811,1
"Ttc33",0.295299271188719,1
"Golt1b",0.805716242328391,1
"Arhgap17",0.0252519774756148,1
"Ripply2",0.495972686900926,1
"Fam175b",0.224437407071425,1
"Slc16a6",0.930460347839388,1
"Wwc2",0.714049173062009,1
"6430573F11Rik",0.22779971636914,1
"Dock4",0.772245814464942,1
"Kctd5",0.373587247800424,1
"Rhbdl3",0.310260613353495,1
"Taf2",0.359453699887159,1
"Gnpda2",0.0847925416241974,1
"Supv3l1",0.563929095261264,1
"Kcna6",0.697946537851151,1
"AI854517",0.476679360726025,1
"4930452B06Rik",0.511656660853139,1
"Cyb561",0.711252143684537,1
"Cuta",0.2869953539822,1
"B3galt5",0.669077051547931,1
"Usp35",0.0364465886841222,1
"Myadml2",0.397848457111703,1
"Fbl",0.0771163525024838,1
"Card10",0.677213798594022,1
"Uaca",0.154686227342928,1
"1700021F05Rik",0.236842302058722,1
