heart...1.	12x18	12x19	13x16	13x17	13x18	13x19	13x20	13x21	14x15	14x16	14x17	14x18	14x19	14x20	14x21	14x22	14x23	15x15	15x16	15x17	15x18	15x19	15x20	15x21	15x23	15x24	16x15	16x16	16x17	16x18	16x19	16x20	16x21	16x22	16x23	16x24	16x25	16x26	17x15	17x16	17x17	17x18	17x19	17x20	17x21	17x22	17x23	17x24	17x25	17x27	18x14	18x15	18x16	18x17	18x18	18x19	18x20	18x21	18x22	18x23	18x24	18x26	18x27	19x15	19x16	19x17	19x18	19x19	19x20	19x22	19x23	19x24	19x25	20x16	20x17	20x18	20x19	20x20	20x23	20x24	20x25	20x27	20x28	21x24	21x25	21x26	21x27	21x28	22x24	22x25	22x26	22x28	22x29	23x25	23x28	24x25	24x26	24x27	24x28	24x29	25x25	25x26	25x28	25x29
NCOA5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
VAPB	0	0	0	1	0	0	0	3	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	2	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0
PARD6B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ATP5E	1	3	1	4	5	3	2	6	3	6	0	1	3	3	7	4	1	3	8	7	6	4	2	1	3	1	6	3	8	7	8	7	0	5	3	0	0	3	4	6	8	14	3	5	1	15	8	3	0	4	11	4	2	12	10	6	6	5	8	12	1	6	0	10	8	6	10	7	7	2	0	2	2	3	4	7	3	6	6	6	8	6	2	8	12	2	2	0	7	4	2	0	3	2	2	2	5	5	2	3	2	2	3	2
CHD6	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	0	2	1	0	0	2	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	1	0	0	0	5	2	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	3	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	3	0	2	0	0	0
PLCG1	1	1	0	1	2	1	0	1	0	2	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	5	0	0	0	0	0	1	0	0	1	1	0	0	2	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	2	0	0	0
TOX2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRSF6	0	2	3	1	2	2	0	0	0	2	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	1	2	2	3	0	3	0	0	0	0	2	1	2	1	0	0	0	0	3	0	1	2	1	0	1	2	0	0	0	1	1	1	2	0	2	0	0	3	0	1	1	0	3	0	0	0	3	0	1	0	0	0	0	0	0	1	1	2	0	0	1	0
ARFGEF2	0	0	1	0	0	3	1	0	0	0	1	0	2	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	2	0	0	0	0	3	1	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
ZNFX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
EDN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSE1L	0	0	0	1	0	1	4	0	0	1	1	1	0	0	1	0	1	1	0	0	0	2	0	0	0	1	2	0	0	0	1	1	0	0	0	6	0	0	0	2	2	0	1	1	0	1	0	0	0	0	0	1	0	0	1	2	4	1	3	1	2	0	1	0	0	0	1	1	3	0	0	3	0	2	1	0	1	3	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	3	0
RAB22A	3	0	0	2	0	1	0	1	2	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0
PTGIS	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	4	1	0	0	2	6	6	2	1	2	2	0	1	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0
STAU1	0	0	1	0	0	1	0	2	2	1	0	3	0	2	1	0	1	1	0	2	0	0	3	0	2	0	0	0	4	0	1	2	1	0	0	1	0	0	1	0	2	2	3	0	4	2	0	1	0	0	0	0	1	4	3	3	0	0	0	3	1	2	0	6	1	0	4	1	2	1	0	0	1	1	0	1	2	0	0	1	0	2	3	2	2	0	0	0	1	1	0	0	1	0	2	0	0	3	1	0	0	4	0	1
SNAI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MOCS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX16	1	0	0	0	0	2	3	2	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	2	0	0	1	0	0	2	0	1	2	0	0	0	1	0	0	0	0	0	2	1	2	1	0	1	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	3	1	1	0	0	0	0	0	0	0
PMEPA1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	2	0	2	1	0	1	1	4	0	0	1	1	1	1	0	4	1	1	2	0	0	1	0	2	0	1	2	1	1	0	0	3	0	2	1	3	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1
RNF114	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	3	0	0	0	1	0	1	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	1	4	0	3	1	0	0	0	1	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	1	5	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DDX27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	2	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0
BCAS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NEURL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
MTRR	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FASTKD3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPD	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQSEC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
VAMP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
STAMBP	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	1	0	0	0	1	0	0	1	0
NAGK	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	1	0	3	0	1	0	0	3	0	1	0	2	1	0	0	2	0	0	1	0	0	0	0	1	1	0	2	2	1	0	1	0	0	1	0	3	2	1	2	2	1	0	0	2	1	2	0	0	1	0	1	3	0	1	0	0	1	0	0	1	1
MCEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
PAIP2B	1	1	0	2	0	1	2	1	0	1	1	0	2	1	0	1	0	2	0	1	3	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	0	0	1	2	0	0	2	0	2	0	0	0	0	0	1	1	4	2	0	2	0	0	0	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
SNRNP27	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
MPHOSPH10	1	2	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0
ATP8A1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0
USP22	4	0	1	0	1	1	2	1	2	3	6	0	1	1	0	6	2	1	1	0	0	1	0	0	2	1	1	0	1	2	1	2	2	0	1	1	0	0	1	0	2	3	1	0	4	3	2	0	0	1	0	1	0	1	3	0	2	1	4	3	1	3	2	4	0	1	0	1	1	1	5	3	0	1	3	2	2	1	2	2	3	1	0	0	2	0	1	1	1	2	3	2	1	3	3	0	3	2	1	2	1	0	2	2
POF1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HIF3A	0	0	0	0	0	0	1	1	1	2	1	0	0	1	0	3	0	0	1	0	1	0	0	2	1	2	0	0	1	1	0	1	0	1	2	0	0	0	0	1	2	1	4	1	1	2	0	1	1	0	0	1	3	1	1	0	3	2	1	0	1	1	1	4	2	1	0	0	0	1	0	0	0	0	1	1	3	1	3	0	0	1	0	1	1	1	1	0	0	2	3	0	1	0	2	0	0	1	0	0	0	0	1	0
ZNF576	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
LYPD3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9X	0	0	0	0	0	0	1	3	0	0	1	1	2	2	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	2	1	0	3	0	0	1	0	1	2	1	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	3	4	0	0	1	1	0	3	0	0	2	1	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	2	1	0	0	0	1	0	1	0	1	1	0	0	3	0
F13A1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	1	3	0	0	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0
TRERF1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PACSIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BTN2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIRT5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRS2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	1
WRNIP1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RRP36	0	0	0	1	1	0	1	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	2	2	0	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
SNRPC	0	2	1	0	1	0	0	2	0	2	0	0	0	1	0	0	4	0	2	0	1	1	0	0	2	1	2	0	1	1	1	2	0	1	0	0	0	1	2	0	0	0	1	1	0	2	0	0	0	0	1	1	3	5	3	0	0	1	2	2	0	1	2	0	0	0	0	0	2	1	1	0	0	0	1	0	1	0	0	3	2	1	3	0	1	1	0	1	1	1	2	1	0	0	3	0	0	0	0	0	0	0	0	0
SERPINB6	0	0	0	0	0	0	1	0	0	0	1	0	3	1	1	0	0	0	2	1	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	1	0	2	4	1	0	0	2	2	1	0	0	0	3	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	1	1	1	1	0	1	0	1	0	0	2	0	0	0	1	0
XPO5	0	0	1	2	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ABCC10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
HIST1H1D	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	3	1	0	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	3	1	0	1	0	0	0	2	0	1	1	0	0	1	0	0	0
PEX6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NQO2	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	2	0	0	0	2	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PRICKLE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OARD1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
UNC5CL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AARS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HIST1H1A	3	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ZNF391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
